ID;Oracion_ID;Oracion
1;43;realizar una auditoría integral de la deuda pública desde el año 2017
1;44;establecer como principio irrenunciable para cualquier negociación con los acreedores de la deuda pública la prioridad del trabajo digno y el crecimiento inclusivo como condición necesaria para cumplir cualquier compromiso
1;45;recuperar la inversión estatal en los sectores sociales y aplicar los presupuestos sociales sectoriales de acuerdo a las proporciones señaladas en la constitución
1;46;apoyar a la economía dando prioridad al sector social y solidario créditos accesibles acceso preferencial a las compras públicas aplicación de la inclusión económica en las perchas mecanismos de liquidez a través de las instituciones de finanzas populares diferimiento de pagos apoyo al desarrollo de herramientas virtuales para promover espacios de negocios en los que entren en contacto directo productores y consumidores apoyo a los productores de la eps para incorporar mecanismos que aseguren altos estándares de calidad apoyar procesos de incorporación de valor agregado etc
1;47;fortalecer el rol orientador del estado en el desarrollo agrario promoviendo una estructura agraria que combine diferentes formas de organización de la producción considerando las unidades familiares las formas de organización social de la producción y la producción empresarial
1;48;cuidar particularmente la sostenibilidad productiva y financiera de las micro pequeñas y medianas empresas y empresas de la economía popular y solidaria estableciendo incentivos tributarios adecuados y mejorando sus condiciones de acceso en el mercado nacional promoviendo así la sostenibilidad del empleo que genera este sector
1;49;elaborar planes de vinculación científicotecnológica aplicada para la economía social y popular que permitan la articulación de diferentes dispositivos tecnológicos y el financiamiento de investigaciones aplicadas y en territorio
1;50;impulsar la soberanía alimentaria fortaleciendo a los productores de la economía popular y de la agricultura familiar que producen buena parte de los alimentos del país
1;51;financiar la producción y las redes de comercialización
1;52;priorizar por parte del estado la compra de alimentos a organizaciones de la agricultura familiar y la economía popular
1;53;apoyar al cooperativismo agrario a las formas de producción de la economía popular o de las pequeñas y medianas empresas mediante el fortalecimiento de las organizaciones sociales y su ingreso en las cadenas de valor del proceso productivo y comercial
1;54;reactivar políticas públicas para la producción agrícola con los precios de sustentación mediante la unidad nacional de almacenamiento una como medio de protección a los pequeños agricultores
1;55;recuperar y reconstruir la capacidad del sector público para brindar servicios esenciales y de calidad en las áreas de salud educación bienestar social justicia y seguridad
1;56;buscar la convergencia de la política económica laboral y la política social para revertir rápidamente el incremento de la pobreza y de la desigualdad y reinstaurar una agenda pública de decidida reducción de la pobreza extrema pobreza y la desigualdad
1;57;establecer un sistema masivo de créditos a tasas bajas para desendeudar a las familias
1;58;resolver la problemática social y económica generada por la creciente oferta de créditos con intereses cláusulas y costos ilegales y abusivos
1;59;estabilizar los ingresos no petroleros adecuando la presión tributaria incluyendo impuestos subnacionales contribuciones a la seguridad social etc
1;60;dentro de niveles convenientes y acordes a estándares internacionales con procesos de simplificación tributaria y manteniendo o mejorando condiciones y niveles de empleo
1;61;revisar las políticas de subsidios con criterios de estrategia y justicia redistributiva priorizando sectores como agricultura y transporte
1;62;luchar contra la corrupción fiscal y la evasión estableciendo un sistema de transparencia definitivo para capturar el incremento patrimonial no justificado
1;63;aplicar el principio de generalidad en el sistema tributario simplificarlo y hacerlo más eficiente
1;64;aplicar criterios de progresividad suficiencia y equidad tributaria en pro de crear incentivos para los agentes económicos productivos
1;65;ciudadanía con empleo digno ingreso básico universal y seguridad social universal orientar la política laboral hacia la recuperación y mejoramiento de los niveles y la calidad de empleo poniendo en el centro del modelo el respeto de los derechos laborales tanto individuales como colectivos la estabilidad en el trabajo las condiciones laborales seguras y saludables los salarios dignos el tiempo de trabajo compatible con la vida personal laboral y familiar de hombres y mujeres los lugares de trabajo libres de violencia y acoso la protección de la maternidad en todas sus etapas y el reconocimiento de padres y madres al tiempo para el cuidado y la crianza protegiendo su estabilidad laboral
1;66;todo ello vinculado al permanente diálogo social tripartito con mano tendida de manera permanente a sindicatos y empresarios para fomentar la negociación colectiva
1;67;controlar a las empresas que utilizan plataformas digitales para asegurar que respetan los derechos laborales de las personas a las que emplean en régimen asalariado
1;68;crear mecanismos y políticas para integrar a los y las jóvenes expulsados del mundo educativo y laboral
1;69;en este marco se impulsará legislación para reivindicar el derecho al primer empleo joven estrategias de prácticas y formación dual y exenciones tributarias a las empresas que generen empleos formales para los y las jóvenes
1;70;establecer políticas de becas de terminalidad educativa para la formación y la profesionalización y créditos para emprendimientos que generen trabajo para los y las jóvenes
1;71;implementar políticas públicas para el sostenimiento simultáneo de las trayectorias educativas y laborales de las y los jóvenes articulando necesidades y derechos
1;72;implementar políticas públicas contra la discriminación y los estigmas que pesan sobre las y los jóvenes así como contra las situaciones de segregación y exclusión que condicionan sus vidas visibilizando diferentes modos de ser joven y reconociendo derechos y diversidades
1;73;promover la economía social garantizando créditos para maquinarias y herramientas capacitación seguimiento y acompañamiento
1;74;fortalecer programa de microcréditos incorporando diferentes escalas y líneas de financiamiento flexibilizando los métodos para generar masividad y crear bancas de crédito local y regional con gobiernos locales
1;75;generar obras públicas comunitarias emergentes que prioricen la vinculación de trabajadoras y trabajadores desempleados
1;76;establecer modelos de vinculación entre planes sociales y trabajo facilitando que las personas beneficiarias de un plan se inserten en el mercado laboral de manera formal
1;77;reformar a profundidad el iess en favor de las personas afiliadas cumplir con el aporte patronal transparentar los cálculos actuariales y tomar los correctivos necesarios modernizar la gestión para lograr servicios oportunos y de calidad
1;78;mejorar la cuantía y dignificar las prestaciones
1;79;impulsar un sistema de seguridad social en el que todos sus componentes converjan en base a los principios de universalidad solidaridad igualdad suficiencia y participación social así como de equidad y viabilidad fiscal
1;80;recuperar la lucha contra el trabajo infantil y la protección del adolescente trabajador
1;81;ciudadanía con educación recuperar las universidades públicas y las universidades emblemáticas del país el programa de becas en el exterior la excelencia y calidad
1;82;cumplir con la preasignación presupuestaria constitucional para la educación e incrementar la inversión educativa
1;83;democratizar el acceso a la educación y garantizar el derecho de los estudiantes a una educación pública de calidad y gratuita en todos los niveles educativos desde el inicial educación general básica bachillerato y tercer nivel universitario
1;84;reforzar los recursos y capacidades de la educación en las etapas tempranas para avanzar en un modelo en donde se priorice la experimentación creatividad capacidad de resolución de problemas desarrollo de capacidades personales y adquisición de competencias básicas
1;85;fomentar la ampliación de la cobertura de la educación secundaria favoreciendo en particular la formación técnica y tecnológica de los sectores ligados a la producción industrial artesanal y agrícola combinando perspectivas de desarrollo social y productivo incorporando criterios de alfabetización digital
1;86;garantizar los derechos de los docentes ecuatorianos para mejorar la calidad educativa fortalecer su trabajo mediante la regulación de la carrera docente y el escalafón que reivindique derechos y responsabilidades como a
1;87;política salarial con una remuneración justa de acuerdo a la profesionalización desempeño y méritos académicos en todos los niveles educativos
1;88;b
1;89;estabilidad docente en todos los niveles y modalidades
1;90;c
1;91;promoción movilidad y alternancia docente
1;92;d
1;93;profesionalización actualización formación continua para el mejoramiento personal pedagógico y académico
1;94;fortalecer e incrementar los institutos de educación superior
1;95;revisar los modelos pedagógicos para incentivar el pensamiento crítico en los estudiantes
1;96;revisar el plan decenal educativo para el fortalecimiento del sistema educativo nacional
1;97;garantizar la cobertura universal de la oferta educativa pública a nivel nacional bajo los principios de equidad social territorial y regional
1;98;implementar políticas para facilitar el acceso universal a los diferentes niveles de la educación con facilidad de movilidad entre las regiones geográficas
1;99;recuperar y fortalecer las unidades educativas del milenio uem para garantizar el acceso de la población escolar de las zonas rurales usualmente excluidas de los servicios educativos
1;100;distribuir los recursos para la educación con criterios de equidad social poblacional y territorial para eliminar brechas y desigualdades étnicas de género urbano rural y por condición física
1;101;requerir la rendición de cuentas sobre resultados educativos y gestión de recursos públicos de parte de las instituciones fiscomisionales artesanales y comunitarias para que con el financiamiento estatal estén garantizados los principios de gratuidad e igualdad de oportunidades
1;102;combatir el déficit educacional en cuanto al analfabetismo puro funcional y digital
1;103;desarrollar modalidades formales y no formales que permitan oportunidades educativas para personas adultas y la superación del rezago educativo
1;104;enlazar la educación con las necesidades económicas productivas sociales culturales y ambientales del territorio
1;105;mejorar la infraestructura y equipamiento físico y tecnológico de las instituciones educativas
1;106;reducir la brecha tecnológica y de conectividad entre lo urbano urbanomarginal y rural mediante la cobertura universal de energía eléctrica telecomunicaciones e internet en todo el territorio nacional
1;107;recuperar los infocentros como un mecanismo democrático y equitativo de acceso a la tecnología y mejoramiento educativo de la población rural y urbana de escasos ingresos económicos
1;108;incorporar las tecnologías de la información y comunicación tic en el proceso educativo
1;109;erradicar todas las formas de violencia en el sistema educativo y velar por su integridad física psicológica y sexual de los y las estudiantes
1;110;brindar atención psicopedagógica oportuna y adecuada de todos los estudiantes con capacidades y necesidades especiales del país
1;111;adaptar el sistema de educación rural a la realidad y necesidades territoriales para potenciar el desarrollo de las capacidades de niños y jóvenes hombres y mujeres rurales y así generar oportunidades en territorio y garantizar las mejores condiciones para el ejercicio de su derecho a la libre movilidad
1;112;establecer un sistema nacional de evaluación que fomente su mejora continua
1;113;fortalecer y ampliar el bachillerato técnico y de los institutos técnicos y tecnológicos superiores tanto en calidad como en su pertinencia con las necesidades y potencialidades de los territorios
1;114;mejorar el sistema de nivelación y admisión para el ingreso a la educación superior pública con criterios de accesibilidad equidad y justicia social
1;115;establecer mecanismos regulados de becas créditos cobros cuotas de ingreso u otros que permitan la equidad social en el ingreso a la educación superior particular
1;116;establecer incentivos académicos y económicos para estudiantes de entornos socioeconómicos desfavorecidos que demuestren alto rendimiento académico
1;117;impulsar la profesionalización de las y los trabajadores a través del reconocimiento y actualización de su cualificación laboral
1;118;ciudadanía con salud alimentación y viviendas dignas ampliar el presupuesto para la atención a la salud como obligación superior del estado
1;119;garantizar planes presupuestarios para que las casas de salud ya existentes puedan recuperar sus funciones con calidad
1;120;reincorporar al personal sanitario de medicina enfermería y personal asistencial despedidos ilegalmente en los pasados años y fijar salarios dignos para el sector de la salud
1;121;garantizar el derecho a la salud como un deber primordial del estado que debe proveer a los ciudadanos las oportunidades para mantener un grado máximo de salud
1;122;fortalecer las políticas que son determinantes para el mantenimiento de la salud como la infraestructura sanitaria el acceso a medicamentos y servicios médicos asegurar el agua potable para todos así como el alcantarillado la seguridad alimentaria la educación la cultura física el ambiente sano el hábitat saludable y la vivienda adecuada etc
1;123;apoyar a los gad para lograr la dotación universal de agua potable o segura alcantarillado recolección de basura adecuado tratamiento de desechos sólidos y potenciar acciones de promoción como propiciar la actividad física la recreación y los hábitos saludables a fin de contener y disminuir las enfermedades a través de la prevención
1;124;priorizar el desarrollo de una estrategia intersectorial eficiente y efectiva para luchar contra la malnutrición
1;125;desarrollar una estrategia multidisciplinaria e intersectorial hacia la erradicación de la violencia intrafamiliar la violencia de género y todas las formas de violencia en los ámbitos privado y público
1;126;consolidar el sistema nacional de salud teniendo como base la atención primaria de salud dando verdadera prioridad a la promoción y prevención al logro de acceso equitativo universal oportuno continuo en base a las especificidades étnicas culturales por ciclo de vida de género y territoriales consolidando la articulación intersectorial y la participación ciudadana en los diferentes niveles de atención
1;127;esto implica la atención gratuita y también la constitución de redes integrales de atención que incluyan los diferentes niveles de complejidad involucrando todos los recursos existentes tanto públicos msp iess ffaa otros como privados bajo la rectoría y regulación de la autoridad sanitaria nacional
1;128;incluir a las unidades de salud privadas como prestadoras de servicios médicos a través del estado y bajo un sistema único de salud respetando criterios de eficiencia eficacia y transparencia
1;129;fortalecer a las unidades de salud tanto hospitales como otras unidades de salud en general en cuanto a infraestructura personal equipamiento abastecimiento de insumos y medicamentos según su nivel de complejidad y retomar el cumplimiento de estándares internacionales de calidad
1;130;establecer presupuestos anuales y plurianuales para mantener los equipos e instalaciones hospitalarias que al momento están desabastecidos y deteriorados tras siete años de descuido pero sobre todo durante la administración actual
1;131;propiciaremos la adquisición de equipos médicos con la asignación presupuestaria para mantenimiento preventivo y correctivo durante la vida útil de los equipos
1;132;invertir especialmente en el primer nivel de atención para lograr que cada unidad operativa tenga la capacidad de conocer y cuidar a los individuos familias y comunidad que están a su cargo de manera participativa y que esta sea reconocida como la puerta de entrada al sistema de salud
1;133;las unidades operativas de primer nivel deben poder garantizar la obtención de coberturas máximas en acciones de promoción y prevención que tienen bajos costos y gran efectividad como las inmunizaciones el control prenatal la planificación familiar etc
1;135;pero también en atención vigilancia e intervención comunitaria e intersectorial para garantizar el cumplimiento de metas en salud en sus zonas de cobertura
1;136;blindar cualquier posibilidad de privatización de los hospitales del estado
1;137;atender con prioridad la salud de las mujeres en todas las etapas de la vida
1;138;priorizar la implementación de estrategias para la atención en salud inclusiva de grupos poblacionales diversos en términos de edad etnia género condición económica privación de libertad discapacidad
1;139;constituir un equipo de estudio y planificación con técnicos experimentados del msp orientados a la generación de estrategias efectivas para contribuir a su implementación en el ámbito nacional el modelo de atención integral de salud familiar comunitario e intercultural cuyo desarrollo sufrió un retroceso en la actual administración
1;140;retomar la formación de personal de salud de acuerdo con las necesidades de atención de la población del país y al modelo de atención integral de salud dando especial atención a los direcciones distritales instancias fundamentales en la organización del trabajo para operativizar el modelo de atención integral de salud a nivel territorial
1;141;impulsar la producción de medicamentos genéricos a través de la industria nacional en el campo de la integración regional
1;142;priorizar la inversión pública orientada a la primera infancia de niños y niñas para lo cual se generará la institucionalidad necesaria y se declarará la emergencia de la niñez articulando un sistema integrado de atención a la primera infancia y organizando redes de gestión que mejoren las acciones estatales y amplíen las políticas públicas sociales culturales de salud educación cuidado y vivienda amparando tanto a los niños como a las personas a su cargo
1;143;atender la emergencia alimentaria y nutricional que incluye incrementar el presupuesto de los programas alimentarios del estado y el presupuesto para los comedores y huertas escolares comunitarias y familiares implementar una canasta básica de primera infancia
1;144;garantizar el derecho a la alimentación con medidas como la eliminación del iva a todos los productos de la canasta básica de primera infancia
1;145;apoyar a las organizaciones sociales de la economía solidaria y los centros y otras instituciones que brinden atención y servicios a los adultos mayores impulsando las actividades de formación recreación y turismo social y comunitario
1;146;fomentar iniciativas y proyectos para atender a adultos mayores que han sido víctimas de abandono
1;147;atender y fortalecer al deporte y la actividad física en sus diversas manifestaciones entendiéndolos como derechos y como factor coadyuvante a la formación integral de la ciudadanía tanto dentro del marco del sistema educativo como en los demás aspectos de la vida social ofreciendo oportunidades especiales a las personas jóvenes a los niños niñas y adolescentes a las personas adultas mayores y a las personas con discapacidad
1;148;abordar las medidas respecto del consumo de sustancias psicoactivas como un problema de salud pública
1;149;impulsar el pleno cumplimiento del derecho al hábitat y a la vivienda tal y como está recogido en la constitución
1;150;para ello a
1;151;implementar un plan nacional de vivienda a efectos de garantizar su acceso a partir de los principios de universalidad equidad e interculturalidad con enfoque en la gestión de riesgos b
1;152;impulsar planes públicos de rehabilitación de viviendas priorizando a las familias con necesidades habitacionales urgentes
1;153;c
1;154;desarrollar nuevos planes y programas de garantía de alquileres sociales asequibles y nueva regulación y control de los contratos de arrendamiento para evitar abusos y asegurar precios justos
1;155;protección en paralelo de la seguridad jurídica de las personas arrendadoras
1;156;justicia para alcanzar la paz la seguridad y el orden justicia para alcanzar la paz la seguridad y el orden diagnóstico conscientes de la importancia fundamental de la búsqueda de la paz la seguridad y el orden en nuestro país apostamos por un sistema de protección ciudadana equitativo y efectivo
1;157;creemos que la paz la seguridad y el orden son pilares fundamentales de cualquier sociedad justa y progresista para lo cual la confianza entre la ciudadanía y la tranquilidad social resultan fundamentales para tener garantías de una convivencia pacífica
1;158;reconocemos que la paz requiere un orden imparcial y sin discriminación por ninguna causa
1;159;nos comprometemos a promover una cultura de paz en todos los niveles de la sociedad fomentando la educación basada en el respeto y la empatía
1;160;para asegurar la paz la seguridad es el aspecto crucial que debe ser abordado de manera urgente e integral
1;161;todas las personas deben poder vivir sin miedo a la violencia el crimen o la opresión
1;162;implementaremos políticas y acciones que aseguren la seguridad ciudadana mediante estrategias integrales que por un lado aborden las causas subyacentes de la inseguridad como la pobreza la exclusión social y la falta de oportunidades y que por otro actúen con contundencia y pleno respeto de los derechos humanos frente a la violencia en nuestras calles
1;163;apostamos por una sociedad basada en los derechos humanos la solidaridad y la justicia social
1;164;rechazamos cualquier forma de represión injustificada o violación de los derechos individuales y colectivos
1;165;rechazamos la corrupción y la influencia del crimen organizado en las instancias públicas
1;166;defendemos sistemas jurídicos justos e imparciales donde todos los ciudadanos sean tratados por igual ante la ley independientemente de su estatus social raza género orientación sexual u otra característica
1;167;nos comprometemos a trabajar en conjunto con las organizaciones políticas y sociales las instituciones de seguridad y la sociedad civil para promover y proteger la paz la seguridad y el orden
1;168;exigimos la rendición de cuentas de aquellos que atentan contra estos valores y propiciamos la implementación de políticas y medidas efectivas que promuevan la justicia y la equidad en nuestras comunidades
1;169;no descartamos la realización de un proceso reconstituyente para re institucionalizar el país
1;170;convocamos a los responsables de la seguridad y la aplicación de la ley los sistemas de protección ciudadana y la sociedad en su conjunto a tomar medidas concretas para promover la justicia en beneficio de la paz la seguridad y el orden
1;171;esto implica garantizar una protección para todas las personas independiente de influencias políticas o económicas y basada en principios de transparencia imparcialidad respeto de los derechos humanos y rendición de cuentas para lo cual proponemos ciudadanía en paz restituir el ministerio coordinador de seguridad y el ministerio de justicia derechos humanos y cultos
1;172;reestructurar los ministerios del interior y de gobierno y depurar a las filas de las fuerzas de seguridad
1;173;establecer un nuevo modelo de seguridad ciudadana basado en la prevención la reducción de la violencia y la convivencia pacífica con justicia equidad y derechos humanos
1;174;retomar el control estatal sobre el sistema de rehabilitación social y reafirmar el monopolio del estado sobre las armas
1;175;establecer centros públicos de desintoxicación rehabilitación y reinserción social en zonas urbanas y rurales para abordar el problema de las adicciones de manera integral
1;176;prevenir el crimen con políticas y programas de prevención del delito
1;177;mejorar la capacidad de investigación y persecución del delito
1;178;fortalecer la capacidad de investigación recolección de pruebas y persecución de los delincuentes en cuanto a la aplicación de la ley y de justicia penal garantizando así una respuesta efectiva y oportuna ante el crimen
1;179;re institucionalizar el país mediante un proceso constituyente participativo
1;180;promover la cooperación y el intercambio de información sobre actividades criminales y patrones delictivos entre las instituciones encargadas de la seguridad tanto a nivel nacional como internacional con el objetivo de prevenir y combatir eficazmente el crimen transnacional y organizado
1;181;combatir la impunidad implementando medidas que garanticen que los delincuentes sean llevados ante la justicia y que se apliquen sanciones proporcionales y disuasorias a sus acciones lo que incluye fortalecer los sistemas judiciales y penitenciarios asegurando juicios justos y transparentes
1;182;proteger a las víctimas asegurar la reparación y la rehabilitación
1;183;brindar apoyo y protección integral a las víctimas del crimen asegurando que tengan acceso a servicios de apoyo emocional asistencia legal y atención médica
1;184;además promover programas de rehabilitación y reinserción social para las víctimas que lo requieran
1;185;desarrollar estrategias de inteligencia y tecnología
1;186;utilizar herramientas tecnológicas y análisis de datos para identificar patrones delictivos anticipar tendencias criminales y fortalecer la capacidad de prevención y respuesta ante el crimen
1;187;educar y concientizar a la sociedad
1;188;implementar programas educativos y campañas de concienciación para promover una cultura de respeto a la ley los derechos humanos y los valores éticos así como para sensibilizar sobre las consecuencias del crimen y la importancia de la participación ciudadana en la prevención y denuncia del delito
1;189;organizar la participación y la solidaridad ciudadana así como los mecanismos de alarmas comunitarias junto con los gad en todos sus niveles para restituir y respaldar a
1;190;asambleas comunitarias
1;191;b
1;192;botones de seguridad
1;193;c
1;194;alarmas comunitarias
1;195;d
1;196;reapropiación de espacios de encuentro ciudadano
1;197;e
1;198;diagnósticos locales comunitarios restituir las asambleas comunitarias de seguridad ciudadana como elemento de información prevención y veeduría cívica de la acción policial
1;199;promover la mediación y la resolución pacífica de conflictos como alternativas a la violencia fomentando el diálogo y la construcción de consensos en la sociedad
1;200;sensibilizar y educar a la ciudadanía sobre sus derechos y responsabilidades en materia de seguridad promoviendo una cultura de corresponsabilidad en la prevención y la solución de los problemas de seguridad
1;201;desarrollar el deporte la música las actividades de promoción de la igualdad de género cultura de paz y el combate al machismo y a la violencia
1;202;avanzar en el reconocimiento y respeto de los tiempos de descanso y ocio diversificar y democratizar su goce así como en la promoción de actividades enriquecedoras en lo cultural y educativo
1;203;ciudadanía con seguridad fortalecer el sistema integrado de seguridad ecu 911 fomentando la utilización de inteligencia artificial ia para optimizar el reconocimiento y rastreo facial y de vehículos
1;204;fortalecer los mecanismos de convivencia en los barrios la solidaridad entre vecinos y el control por la seguridad
1;205;constituir una agencia especial para combatir los ciberdelitos más allá de la ciberdefensa nacional
1;206;implementar acciones de mejor de la seguridad vial para la prevención y reducción de accidentes de tránsito
1;207;establecer un sistema de formación en derechos humanos para la fuerza pública y guías del sistema penitenciario
1;208;recuperar la gratuidad en la preparación para el ingreso a las ffaa y la policía
1;209;establecer políticas y mecanismos para que las ffaa y la policía cumplan su rol de defensa y protección de los derechos humanos del conjunto de la ciudadanía
1;210;tolerancia 0 con el uso excesivo de la fuerza la represión de la legítima protesta y el terrorismo de estado
1;211;garantizar la protección de los derechos y la seguridad de todos los ciudadanos promoviendo una cultura de respeto a los derechos humanos en todas las actuaciones de las autoridades encargadas de la seguridad
1;212;fomentar la prevención del delito y la violencia a través de programas y políticas integrales que aborden las causas subyacentes de la inseguridad como la pobreza la desigualdad la exclusión social y la falta de oportunidades
1;213;fortalecer las capacidades y la formación de calidad de las fuerzas de seguridad para que puedan responder de manera eficaz y respetuosa a los desafíos de seguridad utilizando métodos basados en el respeto a los derechos humanos y en la aplicación de la ley de manera imparcial
1;214;recuperar la gratuidad en la preparación para el ingreso en las escuelas de la policía nacional y guías penitenciarios
1;215;impulsar una campaña nacional de renovación dignificación de la policía nacional como protectora de la población civil en favor del buen vivir la convivencia pacífica de la ciudadanía y de la defensa de la naturaleza
1;216;actualizar sueldos y salarios de la policía acordes a la inflación y la realidad económica del país
1;217;realizar un programa intensivo para devolver y motivar la confianza de la ciudadanía en la policía nacional fortalecer yo crear unidades especializadas sobre lavado de activos ciberdelitos tráfico de migrantes trata protección de la infancia
1;218;fortalecer la equidad de género dentro de la institución con la generación de institucionalidad para mujeres policías para la prevención seguimiento e investigación de feminicidios trata de personas con fines de explotación sexual y violencia contra la mujer
1;219;promover la participación ciudadana en la formulación de políticas de seguridad así como en la supervisión y evaluación de las actuaciones de las autoridades encargadas de la seguridad
1;220;establecer mecanismos de rendición de cuentas y transparencia en la gestión de la seguridad ciudadana asegurando que las violaciones a los derechos humanos sean investigadas de manera exhaustiva y que los responsables sean llevados ante la justicia
1;221;fomentar la cooperación y el intercambio de información entre las instituciones encargadas de la seguridad así como con otros actores relevantes como organizaciones de la sociedad civil y comunidades locales para abordar de manera integral los desafíos de seguridad
1;222;establecer programas de rehabilitación y reinserción social para aquellos que han cometido delitos fomentando su reintegración en la sociedad para prevenir su reincidencia
1;223;evaluar de manera periódica las políticas de seguridad ciudadana y establecer acciones de mejor en base a datos y evidencias para garantizar su eficacia y su adecuación a las necesidades de la sociedad
